router,latitude,longitude,type
R1776,38.290935,-39.979137,internal
R1777,39.924724,-44.632972,internal
R1778,38.981937,-42.409950,internal
R1779,40.606287,-41.381133,customer
R1780,40.257188,-38.930369,internal
R1781,42.099589,-38.477959,customer
R1782,41.057462,-43.642372,customer
R1783,36.983127,-39.465859,internal
R1784,39.861491,-44.231442,internal
R1785,37.638923,-40.003883,customer
R1786,40.201731,-37.877193,customer
R1787,38.989143,-39.054063,customer
R1788,37.569581,-39.388247,customer
R1789,38.925367,-42.460271,customer
R1790,42.145742,-42.613562,internal
R1791,42.567752,-39.059791,customer
R1792,39.361793,-40.039528,customer
R1793,36.954111,-39.462078,internal
R1794,37.599332,-39.994955,customer
R1795,37.998521,-41.736345,internal
R1796,38.388820,-40.418062,customer
R1797,41.054620,-42.535588,customer
R1798,38.075197,-43.332614,customer
R1799,36.414632,-40.884736,internal
R1800,42.794833,-40.516169,customer
R1801,36.629163,-38.522557,customer
R1802,42.017222,-42.281935,customer
R1803,40.258529,-44.441432,customer
R1804,38.361395,-43.783621,internal
R1805,37.948540,-42.231579,customer
R1806,40.325949,-43.511563,customer
R1807,38.853299,-42.373998,internal
R1808,42.298072,-39.894623,customer
R1809,29.272711,-55.028823,internal
R1810,40.025918,-44.117888,customer
R1811,38.871662,-39.345238,internal
R1812,39.730942,-43.805403,customer
R1813,41.311729,-42.515822,internal
R1814,40.500566,-43.824847,internal
R1815,38.102357,-38.902156,internal
R1816,42.852731,-41.126712,customer
R1817,34.658262,-35.095995,internal
R1818,39.186260,-42.237696,customer
R1819,39.087104,-42.107348,internal
R1820,37.853245,-42.907432,customer
R1821,36.508416,-40.566304,customer
R1822,40.955302,-43.429685,internal
R1823,39.046478,-42.053298,internal
R1824,39.621084,-43.533093,customer
R1825,36.978411,-39.509416,internal
R1826,40.032873,-37.401740,customer
R1827,39.971032,-44.009104,internal
R1828,41.204249,-43.032089,internal
R1829,42.714041,-41.449327,customer
R1830,37.833608,-48.514820,internal
R1831,39.852709,-43.884589,customer
R1832,39.752961,-37.505207,internal
R1833,40.987571,-42.425644,internal
R1834,40.447515,-44.693777,customer
R1835,36.624867,-41.130881,customer
R1836,38.866281,-42.309402,internal
R1837,39.030019,-42.304352,internal
R1838,39.760243,-44.960304,customer
R1839,40.646064,-41.488697,customer
R1840,41.486548,-37.858960,customer
R1841,39.149551,-42.429444,customer
R1842,43.183861,-38.902708,customer
R1843,39.957029,-44.135415,customer
R1844,40.544018,-36.639882,customer
R1845,39.923903,-38.721148,customer
R1846,40.273629,-44.017982,customer
R1847,41.519138,-38.453344,customer
R1848,40.340334,-44.022371,customer
R1849,36.774545,-41.129646,customer
R1850,38.154027,-39.523895,customer
R1851,37.050413,-39.475057,internal
R1852,37.710178,-41.029073,customer
R1853,39.980245,-38.633062,internal
R1854,39.075211,-42.124833,internal
R1855,36.324564,-32.278487,internal
R1856,36.932485,-39.252784,internal
R1857,41.630014,-37.781535,internal
R1858,40.856591,-37.127464,customer
R1859,38.770079,-41.963837,customer
R1860,41.957580,-41.707585,customer
R1861,38.489744,-42.745564,customer
R1862,39.874055,-39.904224,customer
R1863,40.288153,-43.814766,customer
R1864,40.005302,-43.875622,customer
R1865,38.112204,-43.538766,customer
R1866,41.019408,-39.372989,customer
R1867,39.103217,-43.229991,internal
R1868,41.066911,-41.795815,customer
R1869,41.654876,-37.690552,customer
R1870,42.668162,-40.764924,customer
R1871,43.280666,-38.609813,customer
R1872,39.995822,-43.392004,customer
R1873,37.264170,-39.467048,customer
R1874,37.505373,-41.558445,internal
R1875,39.915788,-38.497832,customer
R1876,42.217966,-43.611239,customer
R1877,40.143854,-39.921939,internal
R1878,40.399455,-43.006877,customer
R1879,40.609102,-43.689809,customer
R1880,40.172344,-44.027712,internal
R1881,42.647421,-40.846695,customer
R1882,38.863050,-42.455444,customer
R1883,40.303854,-43.997775,customer
R1884,38.417616,-43.626982,customer
R1885,38.244153,-41.924176,customer
R1886,42.059571,-42.956066,customer
R1887,40.069770,-43.501114,internal
R1888,40.499716,-43.302882,internal
R1889,41.091723,-42.094008,customer
R1890,39.740614,-43.083731,internal
R1891,39.981493,-44.116365,customer
R1892,42.589822,-41.130847,internal
R1893,37.125794,-39.461420,customer
R1894,41.375834,-36.709515,customer
R1895,39.656881,-42.951749,internal
R1896,36.861212,-33.791741,internal
R1897,38.320026,-40.006891,customer
R1898,38.293018,-41.118536,customer
R1899,41.400428,-37.554782,customer
R1900,39.878182,-40.079802,internal
R1901,40.103350,-43.853612,customer
R1902,40.500631,-37.014727,customer
R1903,36.590843,-38.413921,internal
R1904,40.272833,-41.610362,customer
R1905,41.059587,-43.887698,customer
R1906,36.603436,-38.197375,customer
R1907,40.262437,-43.929909,internal
R1908,41.749673,-37.465000,internal
R1909,36.856966,-39.202026,customer
R1910,37.584472,-39.310869,internal
R1911,42.446825,-40.742119,customer
R1912,41.645790,-37.173959,customer
R1913,39.634421,-42.560467,customer
R1914,39.583619,-40.885323,customer
R1915,42.724969,-39.654639,customer
R1916,38.502448,-39.967964,internal
R1917,37.680200,-42.147178,customer
R1918,38.615067,-41.236685,internal
R1919,40.075006,-37.096202,internal
R1920,42.032360,-39.716539,customer
R1921,40.172108,-44.342814,customer
R1922,39.101352,-42.435985,internal
R1923,39.654279,-39.368384,customer
R1924,40.228998,-44.347278,customer
R1925,38.147566,-40.868771,customer
R1926,38.484448,-40.428514,internal
R1927,37.707842,-42.053264,customer
R1928,41.144134,-42.233681,customer
R1929,41.327716,-41.630353,internal
R1930,41.050854,-42.592800,customer
R1931,37.136496,-43.227715,internal
R1932,36.098283,-39.938044,customer
R1933,41.368160,-41.778181,customer
R1934,37.783027,-41.058593,customer
R1935,42.466505,-40.995495,customer
R1936,41.198537,-37.741305,customer
R1937,41.974301,-39.980326,customer
R1938,37.378621,-43.144822,customer
R1939,43.615416,-37.484446,internal
R1940,40.208291,-44.640335,internal
R1941,37.269386,-38.421615,customer
R1942,37.221159,-41.047760,customer
R1943,40.152419,-39.068971,customer
R1944,41.488632,-37.663111,customer
R1945,40.399049,-39.230701,customer
R1946,38.386282,-39.923454,internal
R1947,40.619090,-44.385517,customer
R1948,40.596618,-39.357511,customer
R1949,37.890809,-41.371059,customer
R1950,41.692430,-38.055723,customer
R1951,41.402190,-37.362638,customer
R1952,43.809036,-40.421163,customer
R1953,41.396087,-42.306466,internal
R1954,39.378613,-42.345475,internal
R1955,38.211178,-43.496444,customer
R1956,38.455316,-44.320573,internal
R1957,37.263579,-42.635789,internal
R1958,36.870031,-38.132454,customer
R1959,37.924280,-41.984973,internal
R1960,41.530998,-41.186916,internal
R1961,38.069859,-41.644811,internal
R1962,37.082069,-42.246439,customer
R1963,39.209802,-44.226438,customer
R1964,38.326505,-41.827706,customer
R1965,40.272594,-42.653520,customer
R1966,42.082937,-38.033804,customer
R1967,41.651140,-43.003794,customer
R1968,39.460833,-38.943995,customer
R1969,37.926625,-41.487767,customer
R1970,40.925990,-41.374306,customer
R1971,37.049110,-42.733284,customer
R1972,40.062050,-43.726802,customer
R1973,40.501543,-43.530868,customer
R1974,40.534497,-44.035139,customer
R1975,38.958645,-43.238707,internal
R1976,39.623957,-44.781604,customer
R1977,37.591895,-39.753636,customer
R1978,38.659605,-44.005285,customer
R1979,43.137946,-40.408822,internal
R1980,40.380782,-43.556713,customer
R1981,43.297754,-40.931210,customer
R1982,41.147292,-38.252568,customer
R1983,41.341397,-36.497801,internal
R1984,33.429718,-24.986985,internal
R1985,42.084230,-42.826921,customer
R1986,40.476383,-40.787726,customer
R1987,36.512344,-39.204845,customer
R1988,40.374345,-37.142797,customer
R1989,38.463984,-39.708323,customer
R1990,41.113509,-36.509945,internal
R1991,41.235906,-38.371174,customer
R1992,39.912861,-43.961799,internal
R1993,38.789102,-42.607080,internal
R1994,41.642681,-37.690061,customer
R1995,38.780321,-39.642770,internal
R1996,40.444309,-41.509754,customer
R1997,40.066799,-44.483031,customer
R1998,32.443139,-45.513204,internal
R1999,41.613898,-37.710401,customer
R2000,38.067856,-41.941704,internal
R2001,39.326628,-42.391802,internal
R2002,39.770040,-38.056536,internal
R2003,40.859427,-42.673515,customer
R2004,40.280868,-41.625191,internal
R2005,41.540342,-37.992678,customer
R2006,42.159410,-40.930164,internal
R2007,37.326345,-39.490652,customer
R2008,41.742427,-37.422289,internal
R2009,40.674723,-44.124002,customer
R2010,38.723271,-39.466822,customer
R2011,40.531993,-39.139899,customer
R2012,40.518376,-38.956320,internal
R2013,39.166011,-42.682171,customer
R2014,37.984165,-41.300412,customer
R2015,37.808563,-41.657382,customer
R2016,37.877304,-41.097216,customer
R2017,40.146643,-36.403879,customer
R2018,36.991559,-39.681641,internal
R2019,37.454796,-38.482413,customer
R2020,38.839717,-38.793753,customer
R2021,41.117634,-41.054709,internal
R2022,38.645576,-40.716850,customer
R2023,38.782499,-42.383564,customer
R2024,38.685305,-43.507034,customer
R2025,40.654331,-40.624458,customer
R2026,42.436591,-37.898758,customer
R2027,41.322005,-41.362860,internal
R2028,42.499340,-43.592594,customer
R2029,39.909357,-43.044646,customer
R2030,40.051409,-38.207284,internal
R2031,41.280916,-42.737611,customer
R2032,38.698705,-42.537516,internal
R2033,43.160175,-42.362500,customer
R2034,42.217833,-40.355925,customer
R2035,38.496282,-39.986118,internal
R2036,39.644507,-44.971220,customer
R2037,38.864980,-42.991294,customer
R2038,39.276346,-43.395348,customer
R2039,40.506489,-40.075807,customer
R2040,41.111652,-36.730166,customer
R2041,39.026710,-40.945651,internal
R2042,41.913009,-37.369288,customer
R2043,38.935040,-43.054245,customer
R2044,40.572467,-38.751628,internal
R2045,39.232784,-42.930647,customer
R2046,39.519122,-42.595861,customer
R2047,39.811680,-42.592624,customer
R2048,41.814421,-42.160642,customer
R2049,41.257283,-41.151458,internal
R2050,40.359942,-37.460844,customer
R2051,40.283943,-43.485031,internal
R2052,39.008512,-42.718364,customer
R2053,39.792086,-38.354562,customer
R2054,37.116759,-39.501420,customer
R2055,39.772344,-40.521523,customer
R2056,39.641817,-38.438128,customer
R2057,39.080201,-41.956864,internal
R2058,42.225838,-41.702422,customer
R2059,40.562751,-38.103019,customer
R2060,40.421206,-37.889402,customer
R2061,40.144958,-43.660530,customer
R2062,36.975940,-43.117034,customer
R2063,39.770781,-39.203402,customer
R2064,39.057623,-42.630772,internal
R2065,37.012623,-39.561934,customer
R2066,39.690290,-44.212752,internal
R2067,41.911551,-42.500734,customer
R2068,40.774225,-43.557616,customer
R2069,40.424555,-42.983015,customer
R2070,39.155476,-42.832734,internal
R2071,43.012479,-40.152820,customer
R2072,41.490269,-42.615326,customer
R2073,40.237019,-38.860700,internal
R2074,37.081866,-43.398246,internal
R2075,39.963445,-41.135642,customer
R2076,37.754433,-38.542116,customer
R2077,43.359886,-40.959090,customer
R2078,40.560460,-43.897671,customer
R2079,40.665791,-43.836013,customer
R2080,37.914769,-42.703060,customer
R2081,43.220353,-40.854773,customer
R2082,38.877599,-44.335546,internal
R2083,37.650361,-39.915989,customer
R2084,37.339002,-41.092887,internal
R2085,40.618406,-42.169371,customer
R2086,40.348305,-43.918751,customer
R2087,36.985680,-40.365564,customer
R2088,38.834511,-42.454392,internal
R2089,37.451929,-41.005606,internal
R2090,39.198048,-38.989103,customer
R2091,36.975448,-40.574838,customer
R2092,43.279860,-42.100399,customer
R2093,41.084586,-41.556703,customer
R2094,38.577735,-39.755561,customer
R2095,39.874829,-41.176016,customer
R2096,42.179473,-43.686354,internal
R2097,40.092012,-42.765061,internal
R2098,37.635404,-41.988312,customer
R2099,40.772595,-42.357823,customer
R2100,39.498326,-44.013525,customer
R2101,37.380506,-39.494527,internal
R2102,39.483329,-40.419346,customer
R2103,40.393758,-43.325811,customer
R2104,40.211684,-36.132930,customer
R2105,41.290889,-42.636120,customer
R2106,23.032976,-169.326686,internal
R2107,37.568453,-41.732591,internal
R2108,42.343036,-42.101062,customer
R2109,42.151377,-42.681758,internal
R2110,38.142118,-44.135950,customer
R2111,39.539578,-38.900588,internal
R2112,37.977349,-39.321249,customer
R2113,41.308261,-41.520301,internal
R2114,42.670877,-40.711947,customer
R2115,41.503210,-37.785772,customer
R2116,39.884037,-44.379260,internal
R2117,37.790085,-41.453845,internal
R2118,38.553178,-40.001769,internal
R2119,38.121860,-40.191289,customer
R2120,42.432985,-41.120314,customer
R2121,42.709882,-41.028786,internal
R2122,41.119593,-41.213833,internal
R2123,42.056725,-42.780309,internal
R2124,40.102401,-43.961227,customer
R2125,42.682291,-41.230867,customer
R2126,40.639496,-43.459904,customer
R2127,42.854080,-40.258167,internal
R2128,41.914004,-37.107815,customer
R2129,40.322195,-51.166904,internal
R2130,41.512928,-37.445965,internal
R2131,37.165341,-39.091510,customer
R2132,39.315886,-43.468357,customer
R2133,42.120223,-37.067373,customer
R2134,38.550272,-40.236048,customer
R2135,37.017904,-39.781756,internal
R2136,39.020991,-42.641654,customer
R2137,42.815253,-41.093267,customer
R2138,39.196956,-42.698661,customer
R2139,42.642862,-40.917900,customer
R2140,40.399048,-38.668075,internal
R2141,41.458333,-42.656778,internal
R2142,37.214699,-34.686617,internal
R2143,37.812839,-41.995300,internal
R2144,39.713627,-39.958640,customer
R2145,37.792980,-41.289424,customer
R2146,41.401781,-41.656896,customer
R2147,41.867275,-42.735611,customer
R2148,41.773338,-42.614849,customer
R2149,43.316161,-37.583362,customer
R2150,38.692469,-44.004902,customer
R2151,37.662533,-41.891786,internal
R2152,40.679364,-44.157466,customer
R2153,37.802634,-41.929212,internal
R2154,26.421995,-173.461059,internal
R2155,42.815816,-40.410691,internal
R2156,37.291785,-39.434448,customer
R2157,41.052916,-39.789573,customer
R2158,37.040647,-40.108934,customer
R2159,37.435214,-39.471688,internal
R2160,42.497274,-41.288646,customer
R2161,41.407713,-37.493743,customer
R2162,40.311147,-44.075087,customer
R2163,39.736654,-44.709402,customer
R2164,43.161273,-37.874945,customer
R2165,40.427987,-41.080329,internal
R2166,42.716237,-39.348085,customer
R2167,39.273362,-42.469358,internal
R2168,36.851062,-38.522664,customer
R2169,37.246729,-40.051486,customer
R2170,39.759610,-39.757319,customer
R2171,40.061685,-44.525565,internal
R2172,37.311889,-39.527506,internal
R2173,40.709752,-38.425079,internal
R2174,39.611604,-38.293030,internal
R2175,43.342053,-38.970664,customer
R2176,37.109408,-39.522885,customer
R2177,41.646467,-39.913395,customer
R2178,37.767292,-41.508322,customer
R2179,43.576445,-41.068415,customer
R2180,37.238527,-39.250467,customer
R2181,37.596750,-41.749011,customer
R2182,40.697788,-43.328822,customer
R2183,41.160384,-41.518262,internal
R2184,36.484044,-40.821725,internal
R2185,40.216726,-44.166806,internal
R2186,42.653086,-42.399107,internal
R2187,37.149741,-39.087370,customer
R2188,40.474039,-43.723308,internal
R2189,40.066865,-36.985666,customer
R2190,37.159047,-39.212512,customer
R2191,37.490637,-39.756053,customer
R2192,41.526121,-37.703362,customer
R2193,38.596973,-42.614269,customer
R2194,37.746736,-42.172102,customer
R2195,39.498876,-43.398047,internal
R2196,40.944767,-40.553583,customer
R2197,39.845216,-44.251991,internal
R2198,40.524057,-44.089645,customer
R2199,40.436657,-42.565878,customer
R2200,42.149077,-41.676824,customer
R2201,43.020999,-41.370710,customer
R2202,36.678703,-41.635296,customer
R2203,40.467749,-38.766282,internal
R2204,42.721747,-39.399578,customer
R2205,43.563439,-41.655866,internal
R2206,37.971933,-41.279803,customer
R2207,42.867920,-41.077484,internal
R2208,42.355571,-40.889106,internal
R2209,40.866753,-42.655363,customer
R2210,36.503909,-40.026685,customer
R2211,37.407159,-39.724675,customer
R2212,37.279529,-39.418352,customer
R2213,41.516483,-43.783235,customer
R2214,41.606864,-41.685682,customer
R2215,37.687536,-39.177996,customer
R2216,38.723458,-40.094678,internal
R2217,37.422803,-41.968281,internal
R2218,41.113527,-40.353521,customer
R2219,39.559851,-39.851197,customer
R2220,42.612018,-41.227079,customer
R2221,38.193241,-41.650790,internal
R2222,37.575037,-42.841997,customer
R2223,42.525752,-40.835092,internal
R2224,40.410591,-43.275107,internal
R2225,38.598369,-42.983601,internal
R2226,37.064651,-39.457969,internal
R2227,37.743346,-37.204166,customer
R2228,40.423947,-43.898454,internal
R2229,43.477077,-40.876114,customer
R2230,40.063744,-43.865167,customer
R2231,39.555594,-38.830570,customer
R2232,38.262036,-39.364135,customer
R2233,41.905417,-37.618732,internal
R2234,39.449726,-43.330928,customer
R2235,39.954505,-44.293958,internal
R2236,40.577205,-44.301512,customer
R2237,40.587522,-39.770862,customer
R2238,42.651114,-41.048488,internal
R2239,39.894233,-44.651924,internal
R2240,37.157964,-39.073061,customer
R2241,41.592798,-44.237642,customer
R2242,42.751430,-40.856659,internal
R2243,42.372287,-42.547267,customer
R2244,41.562058,-41.220125,internal
R2245,37.920990,-39.156717,customer
R2246,38.425955,-43.201505,customer
R2247,36.831462,-38.560878,internal
R2248,39.037080,-42.431041,customer
R2249,41.226396,-37.443381,customer
R2250,41.038778,-42.564035,customer
R2251,41.408072,-40.715779,customer
R2252,39.567990,-43.401574,customer
R2253,42.682705,-39.452091,customer
R2254,39.650113,-41.343129,customer
R2255,39.908719,-36.651633,internal
R2256,42.562644,-40.976503,customer
R2257,39.721984,-39.419535,customer
R2258,38.311792,-42.380870,customer
R2259,38.646258,-40.121541,customer
R2260,37.843184,-42.429327,customer
R2261,37.218807,-38.278823,customer
R2262,41.471981,-39.448233,customer
R2263,38.724859,-42.371996,customer
R2264,38.545815,-42.106196,internal
R2265,41.106131,-40.629403,internal
R2266,38.441530,-42.375248,customer
R2267,39.241733,-42.254063,internal
R2268,40.185825,-43.768175,internal
R2269,40.442743,-36.492974,customer
R2270,38.335799,-44.200380,internal
R2271,38.671491,-44.455324,customer
R2272,40.000369,-43.903656,customer
R2273,40.339738,-44.247966,customer
R2274,41.180792,-41.526871,internal
R2275,42.589505,-41.215726,customer
R2276,38.615401,-42.631147,customer
R2277,40.141056,-38.703590,internal
R2278,40.810120,-42.692651,customer
R2279,37.175270,-39.369123,customer
R2280,40.957832,-37.545472,customer
R2281,39.853242,-43.894427,customer
R2282,37.939531,-41.796953,internal
R2283,40.335401,-43.475789,internal
R2284,38.105794,-41.730210,customer
R2285,41.283104,-41.321683,internal
R2286,38.087206,-37.770403,customer
R2287,39.466507,-42.538803,internal
R2288,38.108673,-42.217189,customer
R2289,41.292342,-40.181535,customer
R2290,38.323613,-42.481549,internal
R2291,37.170521,-42.638750,customer
R2292,40.078219,-44.256138,internal
R2293,37.797929,-37.819359,customer
R2294,37.378416,-39.396580,customer
R2295,30.143456,-21.991396,internal
R2296,41.634592,-37.620377,internal
R2297,39.227054,-44.398059,customer
R2298,39.525339,-41.502725,customer
R2299,38.977086,-42.628621,customer
R2300,42.653395,-40.457813,internal
R2301,39.252627,-41.245406,internal
R2302,42.389303,-40.916275,internal
R2303,39.946737,-43.836080,internal
R2304,38.507297,-41.177473,customer
R2305,42.703938,-39.843509,customer
R2306,40.059503,-43.506646,customer
R2307,38.354560,-42.625817,internal
R2308,39.558687,-42.495579,internal
R2309,37.661112,-41.997625,internal
R2310,39.776568,-44.270507,customer
R2311,42.223199,-42.720583,customer
R2312,40.287111,-39.329628,customer
R2313,39.847748,-44.189306,internal
R2314,39.051785,-42.277454,internal
R2315,40.458230,-43.510962,customer
R2316,42.827945,-40.432643,customer
R2317,43.199808,-41.315750,customer
R2318,38.907188,-42.514312,customer
R2319,38.261977,-41.969040,customer
R2320,41.068554,-41.426800,customer
R2321,39.576600,-38.823186,customer
R2322,38.428958,-38.706243,customer
R2323,40.145464,-44.344612,customer
R2324,40.907632,-38.408329,customer
R2325,40.391151,-36.596310,customer
R2326,41.112865,-43.418941,internal
R2327,41.863770,-42.720936,internal
R2328,38.042486,-39.144653,customer
R2329,39.811031,-43.833831,customer
R2330,38.519200,-41.172187,customer
R2331,37.696194,-39.262340,customer
R2332,37.947578,-41.398250,internal
R2333,37.016578,-41.259094,customer
R2334,42.044691,-40.712101,customer
R2335,42.341771,-41.542081,customer
R2336,42.665906,-40.971616,customer
R2337,41.407559,-40.949005,internal
R2338,41.586051,-37.735950,internal
R2339,40.490891,-44.853287,customer
R2340,37.387682,-41.390543,customer
R2341,40.208455,-43.973385,customer
R2342,40.360177,-44.922660,customer
R2343,41.321883,-37.667793,customer
R2344,40.481575,-37.712633,customer
R2345,37.838565,-38.724988,customer
R2346,38.049307,-44.204942,customer
R2347,40.032391,-43.900374,internal
R2348,38.056676,-37.972722,customer
R2349,41.051796,-42.413899,customer
R2350,40.593613,-43.619385,customer
R2351,36.934202,-40.445112,customer
R2352,41.765720,-37.851061,customer
R2353,36.994808,-39.604692,internal
R2354,41.297134,-41.418738,internal
R2355,42.217079,-42.045273,internal
R2356,36.972069,-39.720349,customer
R2357,37.204381,-40.408457,internal
R2358,41.406338,-41.079468,internal
R2359,37.567900,-42.314200,customer
R2360,41.452370,-37.892559,customer
R2361,42.426276,-40.689368,internal
R2362,41.050186,-38.653973,customer
R2363,43.225040,-40.820244,customer
R2364,36.669756,-41.700711,customer
R2365,40.920072,-43.594865,internal
R2366,39.235001,-41.756001,customer
R2367,42.393053,-42.661023,customer
R2368,40.359817,-43.475215,internal
R2369,42.544019,-40.929511,internal
R2370,36.966690,-40.167797,customer
R2371,40.552776,-41.499045,internal
R2372,40.432328,-44.457103,internal
R2373,39.646338,-41.664375,customer
R2374,26.661908,-27.372385,internal
R2375,40.804178,-43.350894,customer
R2376,37.775481,-41.324395,customer
R2377,41.143606,-40.459983,internal
R2378,37.774470,-41.818102,internal
R2379,37.006740,-39.531618,customer
R2380,39.408639,-42.586235,customer
R2381,37.831653,-41.676360,customer
R2382,39.680473,-44.306592,customer
R2383,40.025396,-38.516169,customer
R2384,38.565099,-42.634563,customer
R2385,48.282841,-32.858786,internal
R2386,40.449868,-44.340067,customer
R2387,41.746204,-43.564063,internal
R2388,41.181604,-44.541769,customer
R2389,42.455935,-41.199081,internal
R2390,40.290079,-37.476780,customer
R2391,37.465966,-39.289554,internal
R2392,40.449956,-43.463877,customer
R2393,38.774781,-42.043757,customer
R2394,40.584743,-39.563007,customer
R2395,38.745452,-39.600433,customer
R2396,40.152640,-44.359091,customer
R2397,39.351782,-41.987398,customer
R2398,38.899197,-43.345313,customer
R2399,41.145240,-43.501139,internal
R2400,39.408896,-42.441007,customer
R2401,37.962939,-40.185499,internal
R2402,39.524832,-43.040092,customer
R2403,42.484159,-38.574698,customer
R2404,40.000039,-37.427890,customer
R2405,42.767212,-40.935843,internal
R2406,42.418697,-38.400571,customer
R2407,41.032676,-39.594430,internal
R2408,40.019738,-44.263747,internal
R2409,39.657973,-42.427119,internal
R2410,39.915974,-44.866297,customer
R2411,38.498998,-43.064071,customer
R2412,42.835412,-41.013016,internal
R2413,39.352405,-42.578413,customer
R2414,39.894416,-37.996700,customer
R2415,37.934700,-38.870986,internal
R2416,41.981688,-42.449748,customer
R2417,38.007617,-38.112173,customer
R2418,41.234373,-39.200597,internal
R2419,40.120249,-44.021649,customer
R2420,40.018517,-42.161287,customer
R2421,38.060215,-41.989297,customer
R2422,41.716615,-37.733740,internal
R2423,41.592558,-37.833806,customer
R2424,41.191770,-43.065817,internal
R2425,42.249378,-42.652011,customer
R2426,41.467067,-37.445956,customer
R2427,40.206944,-42.886115,customer
R2428,40.220658,-44.109603,internal
R2429,42.727023,-41.096109,internal
R2430,38.362084,-42.363338,customer
R2431,36.783718,-43.303905,internal
R2432,40.412275,-44.389802,customer
R2433,38.541073,-39.838726,customer
R2434,42.750414,-42.650543,customer
R2435,38.299713,-39.816589,internal
R2436,41.224720,-37.979456,customer
R2437,41.387366,-43.329704,customer
R2438,39.803966,-43.976451,customer
R2439,39.353201,-42.226585,customer
R2440,38.300645,-42.216660,internal
R2441,40.438863,-43.786868,internal
R2442,38.103893,-38.207133,customer
R2443,40.253032,-37.360272,customer
R2444,38.761502,-41.893870,customer
R2445,38.844970,-42.116600,internal
R2446,39.574909,-42.970710,customer
R2447,39.229450,-42.118481,customer
R2448,37.445967,-41.625636,customer
R2449,41.589729,-41.469589,internal
R2450,37.666691,-41.804241,customer
R2451,42.902529,-41.659589,customer
R2452,42.318145,-37.234261,customer
R2453,38.509078,-42.033517,customer
R2454,37.242017,-42.294167,internal
R2455,41.319320,-42.762957,customer
R2456,37.342667,-41.797850,customer
R2457,39.711835,-43.237026,customer
R2458,39.363306,-36.488458,internal
R2459,41.387208,-37.610266,internal
R2460,37.782318,-42.147026,customer
R2461,40.278251,-38.776102,customer
R2462,38.183233,-38.585072,customer
R2463,38.502358,-40.128777,internal
R2464,36.614634,-41.895570,internal
R2465,42.412890,-40.960903,internal
R2466,41.419464,-37.597738,customer
R2467,41.841006,-37.599260,customer
R2468,40.324783,-37.207913,customer
R2469,37.847497,-41.639289,internal
R2470,37.935618,-37.761923,customer
R2471,38.466385,-38.222949,customer
R2472,42.653030,-41.361642,customer
R2473,37.246871,-39.449246,customer
R2474,41.492923,-38.827516,customer
R2475,41.232864,-41.160568,internal
R2476,41.726998,-36.981512,customer
R2477,41.466054,-37.578288,customer
R2478,37.092257,-40.373186,customer
R2479,42.316116,-40.888292,customer
R2480,37.666536,-41.889041,customer
R2481,42.678386,-40.566723,internal
R2482,40.725804,-43.539990,customer
R2483,42.326523,-38.064595,customer
R2484,40.427649,-38.550460,customer
R2485,40.964215,-42.846730,customer
R2486,39.334500,-43.116542,customer
R2487,39.003877,-42.345064,customer
R2488,37.097553,-39.438008,internal
R2489,37.495968,-41.373426,internal
R2490,37.476204,-42.028296,internal
R2491,37.540081,-41.463766,customer
R2492,40.008249,-37.831637,internal
R2493,37.367040,-41.995045,internal
R2494,39.775591,-38.004973,internal
R2495,41.509246,-37.358753,internal
R2496,37.546779,-39.184001,customer
R2497,41.347932,-44.252046,customer
R2498,39.466243,-39.344709,internal
R2499,37.012892,-39.571023,internal
R2500,38.406967,-44.010262,customer
R2501,40.650858,-38.906948,customer
R2502,42.419153,-42.236037,internal
R2503,37.001621,-39.709507,internal
R2504,43.682456,-37.620414,customer
R2505,38.873389,-41.786641,customer
R2506,40.783530,-40.592421,customer
R2507,40.649449,-37.361583,customer
R2508,38.991316,-42.241919,customer
R2509,41.469337,-41.547598,customer
R2510,40.389736,-38.543709,internal
R2511,42.488013,-40.962224,customer
R2512,36.557284,-41.098062,customer
R2513,39.084601,-42.508750,internal
R2514,42.289107,-40.858055,customer
R2515,37.478140,-40.177294,customer
R2516,37.672010,-39.395187,customer
R2517,39.350265,-42.754164,customer
R2518,40.829327,-39.310831,customer
R2519,41.590613,-37.763228,internal
R2520,40.469154,-40.889633,customer
R2521,38.524656,-42.820168,customer
R2522,42.974865,-38.058565,customer
R2523,40.878239,-38.714802,customer
R2524,37.122080,-39.476720,internal
R2525,41.470856,-40.948508,customer
R2526,39.313652,-43.473502,customer
R2527,40.665390,-40.208115,customer
R2528,37.581406,-39.384097,internal
R2529,38.944240,-42.422750,internal
R2530,42.626370,-40.934322,customer
R2531,40.233675,-41.364453,customer
R2532,38.480777,-40.206197,customer
R2533,39.988532,-38.708397,internal
R2534,40.215445,-44.776871,customer
R2535,40.633878,-43.806756,internal
R2536,41.552974,-41.421854,customer
R2537,37.011933,-39.139992,internal
R2538,37.904815,-42.042822,internal
R2539,40.613524,-44.038688,customer
R2540,38.245966,-40.567994,customer
R2541,37.303951,-41.252019,customer
R2542,37.140001,-39.561207,customer
R2543,38.992299,-42.105048,internal
R2544,39.200634,-40.821265,customer
R2545,39.199539,-39.028863,customer
R2546,39.623627,-45.053591,internal
R2547,38.940900,-42.178020,internal
R2548,38.735928,-41.084102,internal
R2549,39.933408,-38.768507,internal
R2550,39.698367,-44.129304,internal
R2551,39.326497,-42.143083,internal
R2552,36.994158,-39.340198,customer
